ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.29,Confresa
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.23,Comodoro
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.20,Matupá
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.16,Cláudia
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.14,Querência
degradacao,10,2022,Landsat-9/Sentinel-2,PA,0.10,Ourilândia do Norte
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.08,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,RO,0.08,Nova Mamoré
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.07,Querência
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.06,Cláudia
degradacao,10,2022,Landsat-9/Sentinel-2,PA,0.04,Ourilândia do Norte
degradacao,10,2022,Landsat-9/Sentinel-2,RO,0.04,Guajará-Mirim
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.04,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.03,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.03,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.03,Santa Carmem
degradacao,10,2022,Landsat-9/Sentinel-2,AC,0.03,Rio Branco
degradacao,10,2022,Landsat-9/Sentinel-2,AC,0.03,Rio Branco
degradacao,10,2022,Landsat-9/Sentinel-2,RO,0.02,Guajará-Mirim
degradacao,10,2022,Landsat-9/Sentinel-2,PA,0.02,Ourilândia do Norte
degradacao,10,2022,Landsat-9/Sentinel-2,PA,0.02,Ourilândia do Norte
degradacao,10,2022,Landsat-9/Sentinel-2,RO,0.02,Guajará-Mirim
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.02,Marcelândia
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.02,Querência
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.02,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.02,Marcelândia
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.02,Canutama
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.02,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,AC,0.02,Porto Walter
degradacao,10,2022,Landsat-9/Sentinel-2,MT,0.02,Querência
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.01,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.01,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,AM,0.01,Lábrea
degradacao,10,2022,Landsat-9/Sentinel-2,PA,0.01,Ourilândia do Norte
degradacao,12,2022,Landsat-9,PA,4.47,Santarém
degradacao,12,2022,Landsat-9,PA,0.68,Juruti
degradacao,12,2022,Sentinel-2,PA,2.43,Altamira
degradacao,12,2022,Sentinel-2,MT,0.92,Santo Antônio do Leverger
degradacao,12,2022,Sentinel-2,AM,0.87,Novo Aripuanã
degradacao,12,2022,Sentinel-2,PA,0.46,Cumaru do Norte
degradacao,12,2022,Sentinel-2,PA,0.46,Cumaru do Norte
degradacao,12,2022,Sentinel-2,PA,0.45,Moju
degradacao,12,2022,Sentinel-2,PA,0.41,Moju
degradacao,12,2022,Sentinel-2,TO,0.41,Palmeirante
degradacao,12,2022,Sentinel-2,MT,0.39,Santa Terezinha
degradacao,12,2022,Sentinel-2,PA,0.39,Moju
degradacao,12,2022,Sentinel-2,PA,0.27,Moju
degradacao,12,2022,Sentinel-2,AC,0.25,Feijó
degradacao,12,2022,Sentinel-2,AM,0.24,Manicoré
degradacao,12,2022,Sentinel-2,MT,0.23,Cotriguaçu
degradacao,12,2022,Sentinel-2,RO,0.20,Ouro Preto do Oeste
degradacao,12,2022,Sentinel-2,AM,0.19,Careiro
degradacao,12,2022,Sentinel-2,MT,0.19,Santa Terezinha
degradacao,12,2022,Sentinel-2,PA,0.19,São Félix do Xingu
degradacao,12,2022,Sentinel-2,AM,0.19,Novo Aripuanã
degradacao,12,2022,Landsat-8,AM,0.19,Apuí
degradacao,12,2022,Landsat-8,RO,0.07,Cabixi
degradacao,12,2022,Landsat-9,PA,0.03,Prainha
degradacao,12,2022,Sentinel-1,MA,5.10,Grajaú
degradacao,12,2022,Sentinel-1,MA,1.19,Grajaú
degradacao,12,2022,Sentinel-1,MA,0.31,Barra do Corda
degradacao,12,2022,Sentinel-1,MA,0.28,Barra do Corda
degradacao,12,2022,Sentinel-1,MA,0.20,Grajaú
degradacao,12,2022,Sentinel-1,MA,0.06,Amarante do Maranhão
degradacao,12,2022,Sentinel-2,MA,5.01,Açailândia
degradacao,12,2022,Sentinel-2,MA,4.43,Barra do Corda
degradacao,12,2022,Sentinel-2,AM,3.03,Boca do Acre
degradacao,12,2022,Sentinel-2,AM,2.39,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,2.28,Mojuí dos Campos
degradacao,12,2022,Sentinel-2,MT,0.04,Marcelândia
degradacao,12,2022,Sentinel-2,MT,1.91,União do Sul
degradacao,12,2022,Sentinel-2,AM,1.84,Boca do Acre
degradacao,12,2022,Sentinel-2,RO,0.36,Pimenteiras do Oeste
degradacao,12,2022,Sentinel-2,RO,1.47,Parecis
degradacao,12,2022,Sentinel-2,MT,1.77,Feliz Natal
degradacao,12,2022,Sentinel-2,MA,1.66,Barra do Corda
degradacao,12,2022,Sentinel-2,AM,1.06,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,1.01,Mojuí dos Campos
degradacao,12,2022,Sentinel-2,MA,1.00,Barra do Corda
degradacao,12,2022,Sentinel-2,MA,0.99,Barra do Corda
degradacao,12,2022,Sentinel-2,MA,0.83,Barra do Corda
degradacao,12,2022,Sentinel-2,AM,0.80,Boca do Acre
degradacao,12,2022,Sentinel-2,MA,0.80,Barra do Corda
degradacao,12,2022,Sentinel-2,MA,0.77,Barra do Corda
degradacao,12,2022,Sentinel-2,MA,0.61,Barra do Corda
degradacao,12,2022,Sentinel-2,MT,0.56,Santa Carmem
degradacao,12,2022,Sentinel-2,AC,0.54,Sena Madureira
degradacao,12,2022,Sentinel-2,PA,0.42,Ulianópolis
degradacao,12,2022,Sentinel-2,MA,0.41,Barra do Corda
degradacao,12,2022,Sentinel-2,PA,0.37,Ulianópolis
degradacao,12,2022,Sentinel-2,MA,0.32,Itinga do Maranhão
degradacao,12,2022,Sentinel-2,AM,0.18,Lábrea
degradacao,12,2022,Sentinel-2,AM,0.12,Boca do Acre
degradacao,12,2022,Sentinel-2,MT,0.23,Aripuanã
degradacao,12,2022,Sentinel-2,PA,0.23,Ulianópolis
degradacao,12,2022,Sentinel-2,AM,0.17,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,0.16,Piçarra
degradacao,12,2022,Sentinel-2,RO,0.11,Cabixi
degradacao,12,2022,Sentinel-2,AM,0.10,Nova Olinda do Norte
degradacao,12,2022,Sentinel-2,RO,0.09,Cabixi
degradacao,12,2022,Sentinel-2,AM,0.09,Boca do Acre
degradacao,12,2022,Sentinel-2,AC,0.08,Sena Madureira
degradacao,12,2022,Sentinel-2,PA,0.07,Ulianópolis
degradacao,12,2022,Sentinel-2,PA,0.07,Ulianópolis
degradacao,12,2022,Sentinel-2,PA,0.07,Ulianópolis
degradacao,12,2022,Sentinel-2,AM,0.07,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,0.06,Prainha
degradacao,12,2022,Sentinel-2,PA,0.06,Ulianópolis
degradacao,12,2022,Sentinel-2,AM,0.06,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,0.06,Juruti
degradacao,12,2022,Sentinel-2,PA,0.04,Ulianópolis
degradacao,12,2022,Sentinel-2,AM,0.04,Boca do Acre
degradacao,12,2022,Sentinel-2,PA,0.04,Ulianópolis
degradacao,12,2022,Sentinel-2,PA,0.04,Ulianópolis
degradacao,12,2022,Sentinel-2,AM,0.03,Boca do Acre
degradacao,12,2022,Sentinel-2,AC,0.03,Sena Madureira
degradacao,12,2022,Sentinel-2,PA,0.03,Ulianópolis
degradacao,12,2022,Sentinel-2,PA,0.03,Ulianópolis
degradacao,12,2022,Sentinel-2,MA,0.02,Barra do Corda
degradacao,12,2022,Sentinel-2,PA,0.02,Ulianópolis
degradacao,12,2022,Sentinel-2,PA,0.02,Prainha
degradacao,12,2022,Sentinel-2,PA,0.02,Prainha
degradacao,12,2022,Sentinel-2,AC,0.01,Sena Madureira
degradacao,12,2022,Sentinel-2,PA,0.01,Prainha
degradacao,3,2023,Sentinel-2,MT,0.41,Marcelândia
degradacao,3,2023,Landsat-9,MT,0.32,Nova Canaã do Norte
degradacao,3,2023,Landsat-9,MT,0.24,Santa Carmem
degradacao,3,2023,Sentinel-2,PA,24.04,Portel
degradacao,3,2023,Sentinel-2,PA,9.34,Portel
degradacao,3,2023,Sentinel-2,MT,1.80,Querência
degradacao,3,2023,Sentinel-2,MT,1.77,Colíder
degradacao,3,2023,Sentinel-2,RR,1.69,Caroebe
degradacao,3,2023,Sentinel-2,RR,1.24,Caracaraí
degradacao,3,2023,Sentinel-2,MT,0.57,Nova Maringá
degradacao,3,2023,Sentinel-2,RR,0.40,Caracaraí
degradacao,3,2023,Sentinel-2,MT,0.37,Santa Carmem
degradacao,3,2023,Sentinel-2,RR,0.08,Mucajaí
degradacao,3,2023,Sentinel-2,MT,0.07,Nova Bandeirantes
degradacao,3,2023,Sentinel-2,RR,0.03,Caracaraí
degradacao,4,2023,Landsat-9,PA,0.68,Dom Eliseu
degradacao,4,2023,Landsat-9,RR,1.74,Caracaraí
degradacao,4,2023,Landsat-9,MT,1.11,Nova Ubiratã
degradacao,4,2023,Sentinel-2,RR,1.98,Caracaraí
degradacao,4,2023,Sentinel-2,MA,0.31,Arame
degradacao,4,2023,Sentinel-2,PA,0.28,Dom Eliseu
degradacao,4,2023,Sentinel-2,MA,0.21,Arame
degradacao,4,2023,Sentinel-2,RR,0.13,Rorainópolis
degradacao,4,2023,Sentinel-2,MT,0.11,Juara
degradacao,4,2023,Sentinel-2,MT,0.08,Cotriguaçu
degradacao,5,2023,Sentinel-2,MT,21.13,Tapurah
degradacao,5,2023,Sentinel-2,MT,9.56,Marcelândia
degradacao,5,2023,Sentinel-2,MT,9.34,Juara
degradacao,5,2023,Sentinel-2,MT,6.20,Tapurah
degradacao,5,2023,Sentinel-2,MT,5.76,Feliz Natal
degradacao,5,2023,Sentinel-2,MT,5.43,Juara
degradacao,5,2023,Sentinel-2,MT,5.11,Feliz Natal
degradacao,5,2023,Sentinel-2,MT,4.62,Juara
degradacao,5,2023,Sentinel-2,MT,3.42,Cláudia
degradacao,5,2023,Sentinel-2,MT,3.31,Juara
degradacao,5,2023,Sentinel-2,MT,2.81,Juara
degradacao,5,2023,Sentinel-2,PA,2.13,São Félix do Xingu
degradacao,5,2023,Sentinel-2,MT,2.06,Feliz Natal
degradacao,5,2023,Sentinel-2,MT,1.77,Tabaporã
degradacao,5,2023,Sentinel-2,MT,0.01,Juara
degradacao,5,2023,Sentinel-2,MT,1.61,Nova Maringá
degradacao,5,2023,Sentinel-2,MT,1.51,Juara
degradacao,5,2023,Sentinel-2,MT,0.97,Feliz Natal
degradacao,5,2023,Sentinel-2,MT,0.96,Alta Floresta
degradacao,5,2023,Sentinel-2,MT,0.88,Marcelândia
degradacao,5,2023,Sentinel-2,MT,0.75,União do Sul
degradacao,5,2023,Sentinel-2,MT,0.73,Matupá
degradacao,5,2023,Sentinel-2,MT,0.70,Tabaporã
degradacao,5,2023,Sentinel-2,RO,0.66,Pimenta Bueno
degradacao,5,2023,Sentinel-2,PA,0.65,Goianésia do Pará
degradacao,5,2023,Sentinel-2,MT,0.58,Feliz Natal
degradacao,5,2023,Sentinel-2,PA,0.53,Goianésia do Pará
degradacao,5,2023,Sentinel-2,MT,0.52,Alta Floresta
degradacao,5,2023,Sentinel-2,MT,0.50,União do Sul
degradacao,5,2023,Sentinel-2,RO,0.48,Vilhena
degradacao,5,2023,Sentinel-2,MT,0.46,Alta Floresta
degradacao,5,2023,Sentinel-2,MT,0.35,Marcelândia
degradacao,5,2023,Sentinel-2,MT,0.34,Matupá
degradacao,5,2023,Sentinel-2,PA,0.32,Novo Progresso
degradacao,5,2023,Sentinel-2,PA,0.22,São Félix do Xingu
degradacao,5,2023,Sentinel-2,MT,0.19,Marcelândia
degradacao,5,2023,Sentinel-2,MT,0.13,Vila Rica
degradacao,5,2023,Sentinel-2,PA,0.08,São Félix do Xingu
degradacao,5,2023,Sentinel-2,MT,0.08,Santa Carmem
degradacao,5,2023,Sentinel-2,MT,0.05,Vila Rica
degradacao,5,2023,Sentinel-2,PA,0.05,Goianésia do Pará
degradacao,5,2023,Sentinel-2,MT,0.03,Vila Rica
degradacao,5,2023,Sentinel-2,MT,0.03,Vila Rica
degradacao,5,2023,Sentinel-2,RR,0.02,Amajari
degradacao,5,2023,Sentinel-2,MT,0.02,Vila Rica
degradacao,5,2023,Sentinel-2,MT,0.01,Alta Floresta
degradacao,6,2023,Landsat-8,MT,0.08,Feliz Natal
degradacao,6,2023,Landsat-9,MT,6.30,Colniza
degradacao,6,2023,Sentinel-2,MT,5.46,Marcelândia
degradacao,6,2023,Sentinel-2,MT,3.99,Peixoto de Azevedo
degradacao,6,2023,Sentinel-2,MT,2.51,Aripuanã
degradacao,6,2023,Sentinel-2,PA,1.16,Altamira
degradacao,6,2023,Sentinel-2,PA,1.11,Goianésia do Pará
degradacao,6,2023,Sentinel-2,MT,0.67,Feliz Natal
degradacao,6,2023,Sentinel-2,PA,0.59,Rondon do Pará
degradacao,6,2023,Sentinel-2,PA,0.57,São Félix do Xingu
degradacao,6,2023,Sentinel-2,MT,0.42,Peixoto de Azevedo
degradacao,6,2023,Sentinel-2,PA,0.30,Dom Eliseu
degradacao,6,2023,Sentinel-2,PA,0.20,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.11,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.10,Dom Eliseu
degradacao,6,2023,Sentinel-2,PA,0.04,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.04,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.04,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.04,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.04,São Félix do Xingu
degradacao,6,2023,Sentinel-2,PA,0.03,São Félix do Xingu
degradacao,6,2023,Sentinel-2,MA,0.03,Bom Jesus das Selvas
degradacao,6,2023,Sentinel-2,PA,0.03,São Félix do Xingu
degradacao,6,2023,Sentinel-2,MT,0.02,Feliz Natal
degradacao,6,2023,Sentinel-2,PA,0.01,São Félix do Xingu
degradacao,7,2023,Sentinel-2,MT,21.74,Colniza
degradacao,7,2023,Sentinel-2,MT,14.42,Colniza
degradacao,7,2023,Sentinel-2,MT,7.84,Itanhangá
degradacao,7,2023,Sentinel-2,MT,6.81,Colniza
degradacao,7,2023,Sentinel-2,AM,6.24,Boca do Acre
degradacao,7,2023,Sentinel-2,MT,4.90,Peixoto de Azevedo
degradacao,7,2023,Sentinel-2,PA,3.99,Aveiro
degradacao,7,2023,Sentinel-2,MT,3.75,Colniza
degradacao,7,2023,Sentinel-2,AC,3.42,Bujari
degradacao,7,2023,Sentinel-2,MT,3.20,Colniza
degradacao,7,2023,Sentinel-2,PA,3.05,Oriximiná
degradacao,7,2023,Sentinel-2,PA,2.98,Faro
degradacao,7,2023,Sentinel-2,MT,2.65,Colniza
degradacao,7,2023,Sentinel-2,MT,2.45,Feliz Natal
degradacao,7,2023,Sentinel-2,MT,1.55,Peixoto de Azevedo
degradacao,7,2023,Sentinel-2,MT,1.49,Santa Carmem
degradacao,7,2023,Sentinel-2,MT,1.41,Porto dos Gaúchos
degradacao,7,2023,Sentinel-2,MT,1.29,Feliz Natal
degradacao,7,2023,Sentinel-2,PA,1.23,Santarém
degradacao,7,2023,Sentinel-2,MT,1.20,Tabaporã
degradacao,7,2023,Sentinel-2,MT,1.15,Marcelândia
degradacao,7,2023,Sentinel-2,PA,1.12,Santarém
degradacao,7,2023,Sentinel-2,AC,1.10,Bujari
degradacao,7,2023,Sentinel-2,MT,1.08,Tabaporã
degradacao,7,2023,Sentinel-2,PA,0.95,Faro
degradacao,7,2023,Sentinel-2,MT,0.90,Brasnorte
degradacao,7,2023,Sentinel-2,RO,0.87,Pimenta Bueno
degradacao,7,2023,Sentinel-2,MT,0.83,Nova Maringá
degradacao,7,2023,Sentinel-2,AC,0.80,Capixaba
degradacao,7,2023,Sentinel-2,MT,0.78,Santa Carmem
degradacao,7,2023,Sentinel-2,MT,0.74,Santa Carmem
degradacao,7,2023,Sentinel-2,PA,0.65,Oriximiná
degradacao,7,2023,Sentinel-2,PA,0.47,Santarém
degradacao,7,2023,Sentinel-2,MT,0.44,Santa Carmem
degradacao,7,2023,Sentinel-2,PA,0.41,Aveiro
degradacao,7,2023,Sentinel-2,PA,0.39,Santarém
degradacao,7,2023,Sentinel-2,AC,0.33,Capixaba
degradacao,7,2023,Sentinel-2,PA,0.31,Aveiro
degradacao,7,2023,Sentinel-2,MT,0.30,Tabaporã
degradacao,7,2023,Sentinel-2,MT,0.30,Santa Carmem
degradacao,7,2023,Sentinel-2,PA,0.30,Aveiro
degradacao,7,2023,Sentinel-2,PA,0.30,Aveiro
degradacao,7,2023,Sentinel-2,MT,0.28,Brasnorte
degradacao,7,2023,Sentinel-2,PA,0.27,Aveiro
degradacao,7,2023,Sentinel-2,PA,0.21,Dom Eliseu
degradacao,7,2023,Sentinel-2,MT,0.21,Tabaporã
degradacao,7,2023,Sentinel-2,MT,0.14,Santa Carmem
degradacao,7,2023,Sentinel-2,MT,0.14,Tabaporã
degradacao,7,2023,Sentinel-2,MT,0.14,Santa Carmem
degradacao,7,2023,Sentinel-2,MT,0.13,Itanhangá
degradacao,7,2023,Sentinel-2,PA,0.12,Faro
degradacao,7,2023,Sentinel-2,PA,0.09,Dom Eliseu
degradacao,7,2023,Sentinel-2,PA,0.09,Aveiro
degradacao,7,2023,Sentinel-2,MT,0.08,Santa Carmem
degradacao,7,2023,Sentinel-2,PA,0.07,Dom Eliseu
degradacao,7,2023,Sentinel-2,PA,0.07,Rondon do Pará
degradacao,7,2023,Sentinel-2,MT,0.06,Santa Carmem
degradacao,7,2023,Sentinel-2,PA,0.06,Rondon do Pará
degradacao,7,2023,Sentinel-2,PA,0.04,Rondon do Pará
degradacao,7,2023,Sentinel-2,PA,0.03,Dom Eliseu
degradacao,7,2023,Sentinel-2,MT,0.47,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,PA,18.41,Prainha
degradacao,8,2023,Sentinel-2,PA,10.64,Portel
degradacao,8,2023,Sentinel-2,MT,8.01,Aripuanã
degradacao,8,2023,Sentinel-2,PA,6.97,Juruti
degradacao,8,2023,Sentinel-2,PA,6.39,Santarém
degradacao,8,2023,Sentinel-2,PA,5.87,Prainha
degradacao,8,2023,Sentinel-2,PA,5.74,Prainha
degradacao,8,2023,Sentinel-2,PA,5.73,Santarém
degradacao,8,2023,Sentinel-2,PA,5.22,Prainha
degradacao,8,2023,Sentinel-2,MT,4.94,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,MT,4.90,Nova Bandeirantes
degradacao,8,2023,Sentinel-2,MT,4.51,Cláudia
degradacao,8,2023,Sentinel-2,PA,4.42,Itaituba
degradacao,8,2023,Sentinel-2,RO,4.23,Vilhena
degradacao,8,2023,Sentinel-2,MT,3.62,Colniza
degradacao,8,2023,Sentinel-2,PA,3.58,Juruti
degradacao,8,2023,Sentinel-2,PA,3.53,São Félix do Xingu
degradacao,8,2023,Sentinel-2,RO,3.52,Porto Velho
degradacao,8,2023,Sentinel-2,PA,3.51,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,3.35,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,AC,3.32,Feijó
degradacao,8,2023,Sentinel-2,PA,3.12,Tomé-Açu
degradacao,8,2023,Sentinel-2,PA,2.92,Medicilândia
degradacao,8,2023,Sentinel-2,AC,2.46,Feijó
degradacao,8,2023,Sentinel-2,PA,2.25,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,2.02,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,2.00,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,1.98,Nova Ubiratã
degradacao,8,2023,Sentinel-2,MT,1.96,Santa Carmem
degradacao,8,2023,Sentinel-2,MT,1.94,Nova Maringá
degradacao,8,2023,Sentinel-2,AC,1.94,Tarauacá
degradacao,8,2023,Sentinel-2,MT,1.91,São Félix do Araguaia
degradacao,8,2023,Sentinel-2,PA,1.67,Aveiro
degradacao,8,2023,Sentinel-2,MT,1.61,Colniza
degradacao,8,2023,Sentinel-2,PA,1.60,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,1.57,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,PA,1.50,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,1.43,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,1.33,Novo Progresso
degradacao,8,2023,Sentinel-2,PA,1.29,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,1.26,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,1.24,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AC,1.24,Feijó
degradacao,8,2023,Sentinel-2,PA,1.23,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,1.21,Santa Carmem
degradacao,8,2023,Sentinel-2,MT,1.15,Itanhangá
degradacao,8,2023,Sentinel-2,AC,1.14,Bujari
degradacao,8,2023,Sentinel-2,AC,1.13,Bujari
degradacao,8,2023,Sentinel-2,AM,1.11,Apuí
degradacao,8,2023,Sentinel-2,PA,1.10,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AC,1.04,Feijó
degradacao,8,2023,Sentinel-2,PA,1.03,Altamira
degradacao,8,2023,Sentinel-2,PA,1.00,Itaituba
degradacao,8,2023,Sentinel-2,PA,0.98,Altamira
degradacao,8,2023,Sentinel-2,PA,0.96,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.94,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.93,Aripuanã
degradacao,8,2023,Sentinel-2,MT,0.88,Nova Bandeirantes
degradacao,8,2023,Sentinel-2,MT,0.85,Colniza
degradacao,8,2023,Sentinel-2,PA,0.84,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.84,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.79,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.78,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.77,Itaúba
degradacao,8,2023,Sentinel-2,AM,0.71,Apuí
degradacao,8,2023,Sentinel-2,PA,0.71,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AM,0.69,Apuí
degradacao,8,2023,Sentinel-2,PA,0.67,Prainha
degradacao,8,2023,Sentinel-2,PA,0.67,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.66,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.63,São Félix do Araguaia
degradacao,8,2023,Sentinel-2,PA,0.61,Altamira
degradacao,8,2023,Sentinel-2,PA,0.58,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.54,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.54,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.54,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.53,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.53,Juara
degradacao,8,2023,Sentinel-2,PA,0.53,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.53,Aveiro
degradacao,8,2023,Sentinel-2,AC,0.52,Tarauacá
degradacao,8,2023,Sentinel-2,AC,0.52,Feijó
degradacao,8,2023,Sentinel-2,PA,0.51,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.49,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,PA,0.48,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.47,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,PA,0.44,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AM,0.44,Apuí
degradacao,8,2023,Sentinel-2,PA,0.43,Rondon do Pará
degradacao,8,2023,Sentinel-2,AC,0.42,Tarauacá
degradacao,8,2023,Sentinel-2,MT,0.42,Juína
degradacao,8,2023,Sentinel-2,PA,0.42,Altamira
degradacao,8,2023,Sentinel-2,MT,0.41,Juína
degradacao,8,2023,Sentinel-2,PA,0.41,Goianésia do Pará
degradacao,8,2023,Sentinel-2,RO,0.40,Pimenta Bueno
degradacao,8,2023,Sentinel-2,PA,0.40,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.40,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.39,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.39,Medicilândia
degradacao,8,2023,Sentinel-2,PA,0.39,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.37,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.36,Altamira
degradacao,8,2023,Sentinel-2,RO,0.35,Porto Velho
degradacao,8,2023,Sentinel-2,PA,0.35,Prainha
degradacao,8,2023,Sentinel-2,MA,0.34,Açailândia
degradacao,8,2023,Sentinel-2,PA,0.34,Altamira
degradacao,8,2023,Sentinel-2,PA,0.34,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.34,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AM,0.34,Apuí
degradacao,8,2023,Sentinel-2,PA,0.34,Altamira
degradacao,8,2023,Sentinel-2,PA,0.33,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.33,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.33,Juara
degradacao,8,2023,Sentinel-2,PA,0.33,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.32,Itaituba
degradacao,8,2023,Sentinel-2,PA,0.31,Altamira
degradacao,8,2023,Sentinel-2,PA,0.31,São Félix do Xingu
degradacao,8,2023,Sentinel-2,RO,0.31,Porto Velho
degradacao,8,2023,Sentinel-2,PA,0.30,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.30,Altamira
degradacao,8,2023,Sentinel-2,PA,0.30,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.30,Dom Eliseu
degradacao,8,2023,Sentinel-2,PA,0.30,Altamira
degradacao,8,2023,Sentinel-2,PA,0.29,Altamira
degradacao,8,2023,Sentinel-2,MT,0.28,Juara
degradacao,8,2023,Sentinel-2,PA,0.28,Novo Progresso
degradacao,8,2023,Sentinel-2,PA,0.28,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.27,Itaituba
degradacao,8,2023,Sentinel-2,PA,0.27,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.25,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.25,São Félix do Xingu
degradacao,8,2023,Sentinel-2,PA,0.25,São Félix do Xingu
degradacao,8,2023,Sentinel-2,AC,0.25,Tarauacá
degradacao,8,2023,Sentinel-2,PA,0.24,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.24,Porto dos Gaúchos
degradacao,8,2023,Sentinel-2,PA,0.24,São Félix do Xingu
degradacao,8,2023,Sentinel-2,RO,0.18,Pimenta Bueno
degradacao,8,2023,Sentinel-2,RO,0.06,Vilhena
degradacao,8,2023,Sentinel-2,PA,0.24,São Félix do Xingu
degradacao,8,2023,Sentinel-2,MT,0.24,Colniza
