ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,UC,USO,JURISDICAO
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Oriximiná,FES de Faro,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Chaves,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Maracanã,RESEX Marinha do Maracanã,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Santarém,RESEX Tapajós-Arapiuns,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AM,0.02,Novo Airão,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AP,0.02,Mazagão,RESEX do Rio Cajari,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Almeirim,FES do Paru,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Monte Alegre,APA Paytuna,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Jordão,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AM,0.02,Manaus,APA Margem Esquerda do Rio Negro,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Aveiro,RESEX Tapajós-Arapiuns,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AM,0.02,Nhamundá,APA Guajuma,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Porto Velho,FLONA do Bom Futuro,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Itupiranga,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Curralinho,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Tucuruí,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MT,0.02,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AP,0.02,Serra do Navio,FES do Amapá,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Afuá,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Tarauacá,RESEX do Alto Tarauacá,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Curralinho,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Curralinho,RESEX Terra Grande-Pracuúba,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Marechal Thaumaturgo,RESEX Alto Juruá,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,São Félix do Xingu,PARNA da Serra do Pardo,Proteção Integral,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Machadinho D'Oeste,RESEX Jatobá,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Itapuã do Oeste,ESEC de Samuel,Proteção Integral,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Bujari,FES do Antimary,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AM,0.02,Nhamundá,APA Guajuma,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Prainha,RESEX Renascer,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AP,0.02,Laranjal do Jari,RESEX do Rio Cajari,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Jacundá,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Sena Madureira,RESEX do Cazumbá-Iracema,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AM,0.02,Iranduba,APA Margem Direita do Rio Negro,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Oeiras do Pará,RESEX Arióca Pruanã,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Porto de Moz,RESEX Verde para Sempre,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.02,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AC,0.02,Bujari,FES do Antimary,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MA,0.02,Santa Rita,APA Upaon-Açu/Miritiba/Alto Preguiças,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.02,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MA,0.02,Arari,APA Baixada Maranhense,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Capixaba,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,AM,0.01,Presidente Figueiredo,APA Caverna do Maroaga (Presidente Figueiredo),Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Porto Velho,RESEX Jaci Paraná,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Itaituba,FLONA do Amanã,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Cujubim,FERS Mutum,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MA,0.01,Santa Rita,APA Upaon-Açu/Miritiba/Alto Preguiças,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AP,0.01,Pedra Branca do Amapari,FES do Amapá,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Itaituba,FLONA do Amanã,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MA,0.01,Arari,APA Baixada Maranhense,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,MT,0.01,Colniza,RESEX Guariba-Roosevelt,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Prainha,FES do Paru,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Altamira,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Cujubim,FERS Tucano,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Salvaterra,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,ESEC da Terra do Meio,Proteção Integral,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Novo Repartimento,APA do Lago de Tucuruí,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Rio Branco,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Bujari,FES do Antimary,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Chaves,APA Arquipélago do Marajó,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Itaituba,APA do Tapajós,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,AC,0.01,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,PA,0.01,São Félix do Xingu,APA Triunfo do Xingu,Uso Sustentável,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Oeiras do Pará,RESEX Arióca Pruanã,Uso Sustentável,Federal
desmatamento,9,2021,Sentinel-1-2,RO,0.01,Nova Mamoré,PES de Guajará-Mirim,Proteção Integral,Estadual
desmatamento,9,2021,Sentinel-1-2,PA,0.01,Itaituba,FLONA de Itaituba I,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.07,São Francisco do Guaporé,PES Serra dos Reis A,Proteção Integral,Estadual
desmatamento,7,2021,Sentinel-1-2,RO,0.06,Costa Marques,RESEX Rio Cautário (Estadual),Uso Sustentável,Estadual
desmatamento,7,2021,Sentinel-1-2,RO,0.02,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.02,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.03,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.03,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.02,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.09,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.03,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.10,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.07,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.10,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,RO,0.03,Guajará-Mirim,RESEX do Rio Ouro Preto,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.11,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.06,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.04,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Xapuri,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.01,Assis Brasil,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.08,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.02,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.14,Epitaciolândia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.03,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
desmatamento,7,2021,Sentinel-1-2,AC,0.05,Brasiléia,RESEX Chico Mendes,Uso Sustentável,Federal
