ALERTA,MES,ANO,SENSOR,ESTADO,AREAKM2,MUNICIPIO,TERRA_INDI
desmatamento,"8","2023",Sentinel-2,AM,0.04,Lábrea,TI Apurinã km-124 BR-317
desmatamento,"8","2023",Sentinel-2,PA,0.04,Placas,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,RO,0.04,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,RR,0.04,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AC,0.04,Mâncio Lima,TI Nukini
desmatamento,"8","2023",Sentinel-2,PA,0.04,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AM,0.04,Autazes,TI Murutinga/Tracajá
desmatamento,"8","2023",Sentinel-2,AC,0.04,Feijó,TI Kaxinawa do Rio Humaitá
desmatamento,"8","2023",Sentinel-2,PA,0.04,Ipixuna do Pará,TI Sarauá
desmatamento,"8","2023",Sentinel-2,RO,0.04,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"8","2023",Sentinel-2,RR,0.04,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,RO,0.04,Porto Velho,TI Kaxarari
desmatamento,"8","2023",Sentinel-2,AM,0.04,Lábrea,TI Jarawara/Jamamadi/Kanamanti
desmatamento,"8","2023",Sentinel-2,AM,0.04,Tapauá,TI Zuruahã
desmatamento,"8","2023",Sentinel-2,AM,0.04,Pauini,TI Seruini/Marienê
desmatamento,"8","2023",Sentinel-2,AM,0.04,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.04,Itamarati,TI Deni
desmatamento,"8","2023",Sentinel-2,AM,0.04,Presidente Figueiredo,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,RO,0.04,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.04,Barreirinha,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,RR,0.04,Iracema,TI Yanomami
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.04,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,RO,0.04,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,RO,0.04,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.04,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RR,0.04,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.04,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,PA,0.04,Uruará,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,PA,0.01,Uruará,TI Arara
desmatamento,"8","2023",Sentinel-2,PA,0.04,Placas,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,PA,0.04,Oriximiná,PI Tumucumaque
desmatamento,"8","2023",Sentinel-2,AM,0.04,Itamarati,TI Deni
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"8","2023",Sentinel-2,AP,0.04,Oiapoque,TI Uaçá I e II
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.04,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,MT,0.04,Rondolândia,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,RR,0.04,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.04,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"8","2023",Sentinel-2,AM,0.04,Borba,TI Lago do Limão
desmatamento,"8","2023",Sentinel-2,AC,0.01,Feijó,TI Katukina/Kaxinawa
desmatamento,"8","2023",Sentinel-2,AC,0.04,Feijó,TI Katukina/Kaxinawa
desmatamento,"8","2023",Sentinel-2,PA,0.04,Placas,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,RO,0.04,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RR,0.04,Amajari,TI Yanomami
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AC,0.04,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,RO,0.04,Guajará-Mirim,TI Pacaás-Novas
desmatamento,"8","2023",Sentinel-2,PA,0.04,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,AC,0.04,Feijó,TI Katukina/Kaxinawa
desmatamento,"8","2023",Sentinel-2,AM,0.04,Itamarati,TI Kanamari do Rio Juruá
desmatamento,"8","2023",Sentinel-2,AM,0.04,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,RO,0.04,Porto Velho,TI Kaxarari
desmatamento,"8","2023",Sentinel-2,AM,0.04,Nhamundá,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,RR,0.04,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AC,0.04,Mâncio Lima,TI Nukini
desmatamento,"8","2023",Sentinel-2,PA,0.04,Faro,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,RO,0.04,Porto Velho,TI Kaxarari
desmatamento,"8","2023",Sentinel-2,PA,0.04,Anapu,TI Trincheira/Bacajá
desmatamento,"8","2023",Sentinel-2,AM,0.04,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,PA,0.04,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AC,0.04,Cruzeiro do Sul,TI Campinas/Katukina
desmatamento,"8","2023",Sentinel-2,PA,0.04,Altamira,TI Araweté/Igarapé Ipixuna
desmatamento,"8","2023",Sentinel-2,PA,0.04,Óbidos,PI Tumucumaque
desmatamento,"8","2023",Sentinel-2,AC,0.04,Tarauacá,TI Rio Gregório
desmatamento,"8","2023",Sentinel-2,RR,0.04,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,RO,0.03,Monte Negro,TI Uru-Eu-Wau-Wau
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Médio Rio Negro I
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,PA,0.03,Faro,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Bom Jesus do Tocantins,TI Mãe Maria
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Trombetas/Mapuera
desmatamento,"8","2023",Sentinel-2,AC,0.03,Assis Brasil,TI Mamoadate
desmatamento,"8","2023",Sentinel-2,AM,0.03,Lábrea,TI Jarawara/Jamamadi/Kanamanti
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"8","2023",Sentinel-2,RR,0.03,Amajari,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AM,0.03,Presidente Figueiredo,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Itaituba,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Nhamundá,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,PA,0.03,Aveiro,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Trombetas/Mapuera
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,MT,0.03,Aripuanã,TI Arara do Rio Branco
desmatamento,"8","2023",Sentinel-2,RR,0.03,Iracema,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,Ipixuna,TI Kulina do Médio Juruá
desmatamento,"8","2023",Sentinel-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,MT,0.03,Rondolândia,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.03,Barreirinha,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,AM,0.03,Borba,TI Cunhã-Sapucaia
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maraã,TI Maraã/Urubaxi
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Nhamundá,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Alto Rio Negro
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,AM,0.03,Eirunepé,TI Kanamari do Rio Juruá
desmatamento,"8","2023",Sentinel-2,AP,0.03,Oiapoque,TI Uaçá I e II
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AM,0.03,Borba,TI Coatá-Laranjal
desmatamento,"8","2023",Sentinel-2,RR,0.03,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Pauini,TI Inauini/Teuini
desmatamento,"8","2023",Sentinel-2,RR,0.03,São João da Baliza,TI WaiWái
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AM,0.03,Presidente Figueiredo,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Presidente Figueiredo,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Amaturá,TI Vui-Uata-In
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,PA,0.03,Uruará,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.03,Barreirinha,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,RR,0.03,Iracema,TI Yanomami
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,AM,0.03,Jutaí,TI Estrela da Paz
desmatamento,"8","2023",Sentinel-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,PA,0.03,Faro,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,RO,0.03,Guajará-Mirim,TI Pacaás-Novas
desmatamento,"8","2023",Sentinel-2,AM,0.03,Parintins,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,RR,0.03,Amajari,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,Japurá,TI Alto Rio Negro
desmatamento,"8","2023",Sentinel-2,AM,0.03,Borba,TI Coatá-Laranjal
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Trincheira/Bacajá
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Rio Gregório
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Paulo de Olivença,TI Évare II
desmatamento,"8","2023",Sentinel-2,AM,0.01,Envira,TI Kulina do Médio Juruá
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,AM,0.03,Borba,TI Coatá-Laranjal
desmatamento,"8","2023",Sentinel-2,AM,0.03,Careiro da Várzea,TI Gavião
desmatamento,"8","2023",Sentinel-2,RO,0.03,Guajará-Mirim,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,RO,0.03,Guajará-Mirim,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Rio Gregório
desmatamento,"8","2023",Sentinel-2,RO,0.03,Espigão D'Oeste,TI Roosevelt
desmatamento,"8","2023",Sentinel-2,AM,0.03,Eirunepé,TI Kanamari do Rio Juruá
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,PI Tumucumaque
desmatamento,"8","2023",Sentinel-2,MT,0.03,Feliz Natal,PI Xingu
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Araweté/Igarapé Ipixuna
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Kampa do Igarapé Primavera
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Kaxinawa Praia do Carapanã
desmatamento,"8","2023",Sentinel-2,AM,0.03,Autazes,TI Padre
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"8","2023",Sentinel-2,AM,0.03,Barreirinha,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,AM,0.03,Santo Antônio do Içá,TI Lago do Correio
desmatamento,"8","2023",Sentinel-2,RR,0.03,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,MT,0.03,Conquista D'Oeste,TI Sararé
desmatamento,"8","2023",Sentinel-2,AM,0.03,Pauini,TI Água Preta/Inari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Autazes,TI São Pedro
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Trombetas/Mapuera
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Trombetas/Mapuera
desmatamento,"8","2023",Sentinel-2,AM,0.03,Manacapuru,TI Fortaleza do Patauá
desmatamento,"8","2023",Sentinel-2,PA,0.03,Uruará,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Kampa do Igarapé Primavera
desmatamento,"8","2023",Sentinel-2,AM,0.03,Eirunepé,TI Kanamari do Rio Juruá
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Tukuna Umariaçu
desmatamento,"8","2023",Sentinel-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"8","2023",Sentinel-2,PA,0.03,Aveiro,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,RO,0.03,Espigão D'Oeste,TI Roosevelt
desmatamento,"8","2023",Sentinel-2,AC,0.03,Tarauacá,TI Rio Gregório
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AM,0.03,Atalaia do Norte,TI Vale do Javari
desmatamento,"8","2023",Sentinel-2,AM,0.03,Santo Antônio do Içá,TI Lago do Correio
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,AM,0.03,Borba,TI Coatá-Laranjal
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tapauá,TI Zuruahã
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AM,0.03,Santo Antônio do Içá,TI Betânia
desmatamento,"8","2023",Sentinel-2,RO,0.03,Guajará-Mirim,TI Pacaás-Novas
desmatamento,"8","2023",Sentinel-2,AC,0.03,Sena Madureira,TI Mamoadate
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Médio Rio Negro I
desmatamento,"8","2023",Sentinel-2,AM,0.03,Autazes,TI Murutinga/Tracajá
desmatamento,"8","2023",Sentinel-2,AP,0.03,Oiapoque,TI Uaçá I e II
desmatamento,"8","2023",Sentinel-2,RO,0.03,Nova Mamoré,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maraã,TI Maraã/Urubaxi
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AM,0.03,Lábrea,TI Seruini/Marienê
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,PA,0.03,Faro,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tabatinga,TI Évare  I
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Aveiro,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Anori,TI Lago Aiapuá
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,PA,0.03,Anapu,TI Trincheira/Bacajá
desmatamento,"8","2023",Sentinel-2,AM,0.03,Itamarati,TI Deni
desmatamento,"8","2023",Sentinel-2,AM,0.03,Santa Isabel do Rio Negro,TI Jurubaxi-Téa
desmatamento,"8","2023",Sentinel-2,RO,0.03,Guajará-Mirim,TI Rio Negro/Ocaia
desmatamento,"8","2023",Sentinel-2,AM,0.03,Barreirinha,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.03,Parauapebas,TI Xikrin do Cateté
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,AC,0.03,Feijó,TI Katukina/Kaxinawa
desmatamento,"8","2023",Sentinel-2,AC,0.03,Mâncio Lima,TI Nukini
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,Ourilândia do Norte,TI Kayapó
desmatamento,"8","2023",Sentinel-2,PA,0.03,Aveiro,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,AM,0.03,Tapauá,TI Paumari do Cuniuá
desmatamento,"8","2023",Sentinel-2,RR,0.03,Rorainópolis,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.03,Aveiro,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,RO,0.03,Alta Floresta D'Oeste,TI Rio Branco
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Parauapebas,TI Xikrin do Cateté
desmatamento,"8","2023",Sentinel-2,AC,0.03,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"8","2023",Sentinel-2,AC,0.03,Sena Madureira,TI Mamoadate
desmatamento,"8","2023",Sentinel-2,AP,0.03,Oiapoque,TI Uaçá I e II
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.03,Oriximiná,TI Nhamundá-Mapuera
desmatamento,"8","2023",Sentinel-2,PA,0.03,Ipixuna do Pará,TI Sarauá
desmatamento,"8","2023",Sentinel-2,PA,0.03,Jacareacanga,TI Mundurucu
desmatamento,"8","2023",Sentinel-2,PA,0.03,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,RR,0.03,Iracema,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.03,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,PA,0.03,Novo Repartimento,TI Parakanã
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Cué-Cué/Marabitanas
desmatamento,"8","2023",Sentinel-2,PA,0.03,Altamira,TI Cachoeira Seca
desmatamento,"8","2023",Sentinel-2,AC,0.03,Mâncio Lima,TI Nukini
desmatamento,"8","2023",Sentinel-2,AM,0.03,São Gabriel da Cachoeira,TI Médio Rio Negro I
desmatamento,"8","2023",Sentinel-2,AM,0.03,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,RO,0.03,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.03,Beruri,TI Itixi Mitari
desmatamento,"8","2023",Sentinel-2,AM,0.02,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,AM,0.02,Humaitá,TI Tenharim/Marmelos
desmatamento,"8","2023",Sentinel-2,RO,0.02,Guajará-Mirim,TI Igarapé Lage
desmatamento,"8","2023",Sentinel-2,RR,0.02,Alto Alegre,TI Yanomami
desmatamento,"8","2023",Sentinel-2,AM,0.02,Maués,TI Andirá-Marau
desmatamento,"8","2023",Sentinel-2,PA,0.02,Ipixuna do Pará,TI Sarauá
desmatamento,"8","2023",Sentinel-2,AM,0.02,Tapauá,TI Deni
desmatamento,"8","2023",Sentinel-2,PA,0.02,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AM,0.02,Novo Airão,TI Waimiri Atroari
desmatamento,"8","2023",Sentinel-2,RO,0.02,Guajará-Mirim,TI Pacaás-Novas
desmatamento,"8","2023",Sentinel-2,AM,0.02,Tapauá,TI Zuruahã
desmatamento,"8","2023",Sentinel-2,PA,0.02,Oriximiná,TI Kaxuyana-Tunayana
desmatamento,"8","2023",Sentinel-2,AC,0.02,Feijó,TI Kaxinawa Nova Olinda
desmatamento,"8","2023",Sentinel-2,AC,0.02,Porto Walter,TI Arara/Igarapé Humaitá
desmatamento,"8","2023",Sentinel-2,AM,0.02,Lábrea,TI Jarawara/Jamamadi/Kanamanti
desmatamento,"8","2023",Sentinel-2,AM,0.02,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,AM,0.02,Juruá,TI Kumaru do Lago Ualá
desmatamento,"8","2023",Sentinel-2,RO,0.02,Nova Mamoré,TI Igarapé Ribeirão
desmatamento,"8","2023",Sentinel-2,AM,0.02,Maraã,TI Cuiú-Cuiú
desmatamento,"8","2023",Sentinel-2,RO,0.02,Guajará-Mirim,TI Pacaás-Novas
desmatamento,"8","2023",Sentinel-2,AC,0.02,Feijó,TI Kulina do Igarapé do Pau
desmatamento,"8","2023",Sentinel-2,AM,0.02,Boca do Acre,TI Apurinã km-124 BR-317
desmatamento,"8","2023",Sentinel-2,AM,0.02,Juruá,TI Kumaru do Lago Ualá
desmatamento,"8","2023",Sentinel-2,AM,0.02,Lábrea,TI Jarawara/Jamamadi/Kanamanti
desmatamento,"8","2023",Sentinel-2,AM,0.02,Santo Antônio do Içá,TI Lago do Correio
desmatamento,"8","2023",Sentinel-2,RO,0.02,Cacoal,TI Sete de Setembro
desmatamento,"8","2023",Sentinel-2,AM,0.02,Beruri,TI Itixi Mitari
desmatamento,"8","2023",Sentinel-2,AM,0.02,Tapauá,TI Zuruahã
desmatamento,"8","2023",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,PA,0.02,São Félix do Xingu,TI Apyterewa
desmatamento,"8","2023",Sentinel-2,RO,0.02,Cacoal,TI Sete de Setembro
